"Name","Description","Phone","Directions","Website","Email","Cuisines","Horarios","Feactures","Meals","GoodFor","Url"
"Tour Collective","Coffee shop and tourist agency with bike rental, pastries, sandwich, natural juice, vegan and organic food. Bike parking and gift shop. Yoga and Pilates. Healthy food shop.","+56 2 2634 5912","Argomedo 56 | Metro Santa Isabel, Santiago 8330398, Chile","http://www.tourcollective.cl/","info@tourcollective.cl","Contemporary","Monday  9:00 am - 8:00 pm
Tuesday  9:00 am - 8:00 pm
Wednesday  9:00 am - 8:00 pm
Thursday  9:00 am - 8:00 pm
Friday  9:00 am - 8:00 pm
Saturday  10:00 am - 8:00 pm
",,"Breakfast, Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10257908-Reviews-Tour_Collective-Santiago_Santiago_Metropolitan_Region.html"
"Mr Jack",,"+ Add phone number","Tabancura, Santiago, Chile",,,,,,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d800737-Reviews-Mr_Jack-Santiago_Santiago_Metropolitan_Region.html"
"La Clementina",,"+56 2 2893 0073","Avenida Francisco Bilbao 774, Santiago, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7347805-Reviews-La_Clementina-Santiago_Santiago_Metropolitan_Region.html"
"Pisco Sour",,"+56 2 2635 6038","Avenida Francisco Bilbao, 510, Santiago, Chile",,,"Peruvian, South American",,,"Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308091-Reviews-Pisco_Sour-Santiago_Santiago_Metropolitan_Region.html"
"Chinchinero Sangucheria & Cerveceria",,"+56 2 2638 3054","Jose Miguel de La Barra 544, Santiago 8320074, Chile","https://www.facebook.com/ChinchineroSC",,"Chilean",,"Waitstaff","Lunch, Dinner, Drinks",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7626276-Reviews-Chinchinero_Sangucheria_Cerveceria-Santiago_Santiago_Metropolitan_Region.html"
"Madame Toure",,"+56 2 2319 8688","Alonso de Camargo 7017, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10049686-Reviews-Madame_Toure-Santiago_Santiago_Metropolitan_Region.html"
"Restaurant Tio Rico",,"+56 2 2221 3337","Avenida Escuela Agricola 3118 | Macul, Santiago 7821000, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10497918-Reviews-Restaurant_Tio_Rico-Santiago_Santiago_Metropolitan_Region.html"
"Sangucheria San Miguel",,"+56 9 9961 2515","Maipu 360, Santiago, Chile","https://www.facebook.com/Sangucheria-San-Miguel-166291310118334/","sangucheriasanmiguel@gmail.com","Spanish","Monday  12:00 pm - 4:00 pm
Tuesday  12:00 pm - 4:00 pm
Wednesday  12:00 pm - 4:00 pm
Thursday  12:00 pm - 4:00 pm
Friday  12:00 pm - 4:00 pm
",,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7716892-Reviews-Sangucheria_San_Miguel-Santiago_Santiago_Metropolitan_Region.html"
"Lima Gourmet",,"+56 2 2212 2953","Av. Las Condes 7561, Santiago 8320000, Chile","http://www.limagourmet.cl/","restaurantelimagourmet@gmail.com","Peruvian, South American","Sunday  12:00 pm - 12:00 am
Monday  12:00 pm - 12:00 am
Tuesday  12:00 pm - 12:00 am
Wednesday  12:00 pm - 12:00 am
Thursday  12:00 pm - 12:00 am
Friday  12:00 pm - 12:00 am
Saturday  12:00 pm - 12:00 am
","Reservations","Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7303469-Reviews-Lima_Gourmet-Santiago_Santiago_Metropolitan_Region.html"
"5to Cheers",,"+56 2 2716 8226","General Bustamante 104, Santiago 8320000, Chile","http://www.5tocheers.cl/",,"Cafe",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8836598-Reviews-5to_Cheers-Santiago_Santiago_Metropolitan_Region.html"
"Culto Bar",,"+56 2 2632 3585","Estados Unidos 246, Santiago, Chile","https://www.facebook.com/cultorestaurant",,,,"Reservations",,"Large groups","https://www.tripadvisor.com/Restaurant_Review-g294305-d7303424-Reviews-Culto_Bar-Santiago_Santiago_Metropolitan_Region.html"
"Papa John's",,"56-2-3280000","Exequiel Fernandez 3685 | Bodega D1, Santiago 8320000, Chile","https://www.papajohns.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7336045-Reviews-Papa_John_s-Santiago_Santiago_Metropolitan_Region.html"
"Pisco y Nazca",,"+56 2 2286 9854","Palena 3340, Santiago 8270586, Chile","http://piscoynazca.cl/","reservas@piscoynazca.cl","Peruvian, South American",,"Takeout, Reservations, Outdoor Seating, Buffet, Seating, Waitstaff, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi","Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8863079-Reviews-Pisco_y_Nazca-Santiago_Santiago_Metropolitan_Region.html"
"Amanda's Arepas y Shawarmas",,"+ Add phone number","Providencia 1393, Santiago 7500576, Chile","https://www.facebook.com/ArepasAmandas/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12336475-Reviews-Amanda_s_Arepas_y_Shawarmas-Santiago_Santiago_Metropolitan_Region.html"
"Pizza Hut",,"+56 600 424 6000","Puente, 689, Santiago, Chile","https://www.pizzahut.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308666-Reviews-Pizza_Hut-Santiago_Santiago_Metropolitan_Region.html"
"Cinnzeo",,"56-59175900","Puente, 689, Santiago, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308679-Reviews-Cinnzeo-Santiago_Santiago_Metropolitan_Region.html"
"ONACIU",,"+56 2 2732 4440","Loreto 460 | Recoleta, Santiago 8420368, Chile","http://www.onaciu.com/","loreto460@gmail.com","Fusion, Chilean, South American",,"Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi",,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d9714215-Reviews-ONACIU-Santiago_Santiago_Metropolitan_Region.html"
"Nahia",,"+56 9 9611 4988","Avenida Italia 1307 | Local 4, Santiago 8320000, Chile","https://www.facebook.com/Cafeter%C3%ADa-Nahia-238143809727843","nahia_cafeteria@hotmail.com",,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8728226-Reviews-Nahia-Santiago_Santiago_Metropolitan_Region.html"
"Las Bezanillas",,"+56 2 2203 7025","Napoleon 3565, Santiago 8320000, Chile","http://www.lasbezanilla.cl/",,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308497-Reviews-Las_Bezanillas-Santiago_Santiago_Metropolitan_Region.html"
"Moulie",,"+ Add phone number","Luis Pasteur 6600, Santiago 8320000, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8780346-Reviews-Moulie-Santiago_Santiago_Metropolitan_Region.html"
"Papa John's",,"+56 2 2218 7000","Avenida Luis Pasteur 5923 | Moctezuma, Santiago 8320000, Chile","https://www.papajohns.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7355351-Reviews-Papa_John_s-Santiago_Santiago_Metropolitan_Region.html"
"Bella Calabria",,"+56 2 2785 6986","Avenida Providencia 455 | Local 106 Victoria Larocque, Santiago 8320000, Chile",,,"Italian, Pizza",,,"Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d2704062-Reviews-Bella_Calabria-Santiago_Santiago_Metropolitan_Region.html"
"Cafe Colombia",,"+ Add phone number","Veintiuno de Mayo 505, 591, Santiago 8320010, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307666-Reviews-Cafe_Colombia-Santiago_Santiago_Metropolitan_Region.html"
"Plaza Mayor",,"+56 2 2205 9807","Avenida Providencia 175, Santiago 8320000, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308628-Reviews-Plaza_Mayor-Santiago_Santiago_Metropolitan_Region.html"
"Cautibar",,"+ Add phone number","Irarrazaval 2087, nunoa, Santiago 8320000, Chile","http://www.cautibar.com/",,"Bar, Pub, Gastropub",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10286994-Reviews-Cautibar-Santiago_Santiago_Metropolitan_Region.html"
"Senz",,"999054739","Cerro El Plomo 5680, Santiago 8320000, Chile","http://www.senz.cl/",,"Japanese, Peruvian, Sushi, Asian",,"Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Delivery","Breakfast, Lunch, Dinner, Late Night","Families with children, Kids","https://www.tripadvisor.com/Restaurant_Review-g294305-d3163834-Reviews-Senz-Santiago_Santiago_Metropolitan_Region.html"
"Aderezos - Gastronomia Peruana",,"+56 2 2672 4089","Dieciocho # 705, Santiago 8330780, Chile","http://www.aderezosdelperu.cl/",,"Peruvian, South American",,,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7110671-Reviews-Aderezos_Gastronomia_Peruana-Santiago_Santiago_Metropolitan_Region.html"
"Zoldano's Pizza & Bar","Ristorante italiano: pizza, pastas, ensaladas y postres. La masa de nuestras pizzas tienen 48 horas de fermentacin, como las mejores de Npoles-Italia. Restaurante informal de materias primas seleccionadas: harina 00 (doble cero) italiana, al igual que la mozzarella y burrata.","+56 2 2840 9983","Avenida Andres Bello 2233 | Local 104, Santiago 7510056, Chile","https://www.zoldanos.com/","info@zoldanos.com","Italian, Bar, Pizza, Pub",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12546453-Reviews-Zoldano_s_Pizza_Bar-Santiago_Santiago_Metropolitan_Region.html"
"Club Colombia",,"+56 2 2885 8622","Avenida Manuel Montt, 273, Santiago, Chile",,,"South American, Colombian",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308366-Reviews-Club_Colombia-Santiago_Santiago_Metropolitan_Region.html"
"Starclick Coffee",,"+56 2 2638 5416","Monjitas 404, Santiago, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d4334941-Reviews-Starclick_Coffee-Santiago_Santiago_Metropolitan_Region.html"
"Mosaicafe",,"+56 2 2248 9965","Constitucion 54, Santiago 8320000, Chile","http://mosaicafe.cl/",,"Bar, Pub",,"Outdoor Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol","Lunch, Dinner","Families with children, Large groups","https://www.tripadvisor.com/Restaurant_Review-g294305-d7308043-Reviews-Mosaicafe-Santiago_Santiago_Metropolitan_Region.html"
"Emporio Las Lilas",,"+ Add phone number","Republica de Cuba 1417, Santiago 8320000, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d6018418-Reviews-Emporio_Las_Lilas-Santiago_Santiago_Metropolitan_Region.html"
"La Bicicleta Azul",,"+ Add phone number","Alianza 1780, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11587034-Reviews-La_Bicicleta_Azul-Santiago_Santiago_Metropolitan_Region.html"
"El Jardin Secreto","A garden where discover new sences is an obligation... Flavors, scents, colors and sounds that allow each visit a new experience. Breakfast, brunch, lunch, Tea Time... Sweet and savory homemade dishes surrounded by samples of art in oils and relatives... A natural space, alive and hidden; Secret garden.","+56 9 4553 3226","Avenida Italia 1195, Santiago 7501295, Chile","https://www.facebook.com/ElJardinSecretoCafeteria/",,"Cafe, Healthy, Chilean, South American, Vegetarian Friendly",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10962225-Reviews-El_Jardin_Secreto-Santiago_Santiago_Metropolitan_Region.html"
"Esperanto Restobar",,"+56 2 2727 1442","Toesca 2021, Santiago 8370214, Chile",,,"Fusion",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10372755-Reviews-Esperanto_Restobar-Santiago_Santiago_Metropolitan_Region.html"
"Metropol Sandwich Bar",,"+56 2 2954 1692","Av. Vitacura 8927, Santiago, Chile","http://www.metropol.cl/",,"Pub, Gastropub","Monday  12:30 pm - 1:45 am
Tuesday  12:30 pm - 1:45 am
Wednesday  12:30 pm - 1:45 am
Thursday  12:30 pm - 1:45 am
Friday  12:30 pm - 1:45 am
Saturday  12:30 pm - 1:45 am
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d4219497-Reviews-Metropol_Sandwich_Bar-Santiago_Santiago_Metropolitan_Region.html"
"Restaurant Caleta Pan de Azucar",,"(0)2 699 0604","San Pablo 2447, Santiago 8350226, Chile",,,,"Sunday  1:00 pm - 6:00 pm
Tuesday  1:00 pm - 4:00 pm / 8:00 pm - 11:00 pm
Wednesday  1:00 pm - 4:00 pm / 8:00 pm - 11:00 pm
Thursday  1:00 pm - 4:00 pm / 8:00 pm - 11:00 pm
Friday  1:00 pm - 11:00 pm
Saturday  1:00 pm - 11:00 pm
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d3299563-Reviews-Restaurant_Caleta_Pan_de_Azucar-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 2 2334 1870","Avenida Ricardo Lyon 22, Santiago 8320000, Chile","http://www.mcdonalds.cl/",,"Fast Food",,"Takeout, Wheelchair Accessible",,"Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d7362937-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"Dulceria Dos Girasoles",,"+ Add phone number","Club Hipico # 453, Santiago, Chile","http://www.dosgirasoles.com/",,"Cafe",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7243347-Reviews-Dulceria_Dos_Girasoles-Santiago_Santiago_Metropolitan_Region.html"
"La Soperia",,"+56 2 2204 6217","Girardi 1413 | Barrio Italia, Santiago 7501453, Chile","https://www.facebook.com/lasoperiacl/",,,"Sunday  12:00 pm - 9:00 pm
Monday  12:00 pm - 9:00 pm
Tuesday  12:00 pm - 9:00 pm
Wednesday  12:00 pm - 9:00 pm
Thursday  12:00 pm - 9:00 pm
Friday  12:00 pm - 9:00 pm
Saturday  12:00 pm - 9:00 pm
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11811080-Reviews-La_Soperia-Santiago_Santiago_Metropolitan_Region.html"
"El Super Gordo",,"+56 2 2632 7066","San Antonio 522, Santiago 8320085, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308738-Reviews-El_Super_Gordo-Santiago_Santiago_Metropolitan_Region.html"
"Victoria","Ein peruanisches Restaurant in Santiago de Chile.","+56 2 2632 9528","Santo Domingo 771, Santiago, Chile",,,"Peruvian, South American","Sunday  1:30 pm - 5:00 pm
Monday  1:30 pm - 11:00 pm
Tuesday  1:30 pm - 11:00 pm
Wednesday  1:30 pm - 11:00 pm
Thursday  1:30 pm - 11:00 pm
Friday  1:30 pm - 11:00 pm
Saturday  1:30 pm - 11:00 pm
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d2421829-Reviews-Victoria-Santiago_Santiago_Metropolitan_Region.html"
"Santeria",,"+56 2 732 9316","Chucre Manzur 1, Santiago 8320000, Chile",,,"Latin, Spanish, Fusion",,,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d1048579-Reviews-Santeria-Santiago_Santiago_Metropolitan_Region.html"
"Pizzeria Da Fabio","Da Fabio restaurant is a tradional italian pizzeria that makes Stone pizzas, italian food and desserts.","+56 9 8471 7742","Suiza 2076, Santiago 7511255, Chile","https://www.facebook.com/restaurantdafabio/timeline",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7787918-Reviews-Pizzeria_Da_Fabio-Santiago_Santiago_Metropolitan_Region.html"
"Cafe Paris",,"02 6885731","Huerfanos 2080, Santiago 8340464, Chile","http://cafeparis.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d9717602-Reviews-Cafe_Paris-Santiago_Santiago_Metropolitan_Region.html"
"La Picada de Gloria",,"+56 9 8417 7526","Catedral 2493 | Santiago Centro, Santiago, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8796472-Reviews-La_Picada_de_Gloria-Santiago_Santiago_Metropolitan_Region.html"
"Volantin",,"+56 2 2269 8837","Avenue Irarrazaval 3176 | Local 8g, Santiago 8320000, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10048016-Reviews-Volantin-Santiago_Santiago_Metropolitan_Region.html"
"Pizza Napoli",,"+56 2 2234 4428","Avenida Luis Thayer Ojeda 180, Santiago 8320000, Chile","http://www.santiagourmet.com/restaurant/pizza-napoli-providencia",,"Pizza",,,,"Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d7308328-Reviews-Pizza_Napoli-Santiago_Santiago_Metropolitan_Region.html"
"Holz",,"+ Add phone number","Aveneu Manquehue Sur 1245, Santiago 8320000, Chile","http://www.holz.cl/","manquehue@holz.cl",,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10505212-Reviews-Holz-Santiago_Santiago_Metropolitan_Region.html"
"Fuddruckers",,"+56 2 2481 0224","Isidora Goyenechea 3141, Santiago 7550129, Chile","http://www.fuddruckers.cl/",,,"Sunday  12:00 pm - 11:30 pm
Monday  12:00 pm - 11:30 pm
Tuesday  12:00 pm - 11:30 pm
Wednesday  12:00 pm - 11:30 pm
Thursday  12:00 pm - 11:30 pm
Friday  12:00 pm - 1:00 am
Saturday  12:00 pm - 1:00 am
","Wheelchair Accessible","Lunch, Dinner","Large groups, Kids, Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d7656429-Reviews-Fuddruckers-Santiago_Santiago_Metropolitan_Region.html"
"Tahiti Nautico",,"+ Add phone number","General Bulnes, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d1059563-Reviews-Tahiti_Nautico-Santiago_Santiago_Metropolitan_Region.html"
"Beatles Bar - Hotel Radisson Ciudad Empresarial",,"+56 2 2898 6306","Av. Santa Clara 354 Ciudad Empresarial, Santiago 8320000, Chile","https://www.radisson.com/santiago-hotel-cl/chlsace",,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10431597-Reviews-Beatles_Bar_Hotel_Radisson_Ciudad_Empresarial-Santiago_Santiago_Metropolitan_Reg.html"
"Papa Johns",,"+56 2 2266 2000","Avenida Santa Rosa 345 | Local 8, Santiago 8331056, Chile","https://www.papajohns.cl/","contacto@pjchile.com",,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d9697150-Reviews-Papa_Johns-Santiago_Santiago_Metropolitan_Region.html"
"Antuperu",,"+56 9 9222 4626","Antupiren 9401 | Local P, Santiago 8320000, Chile","http://www.antuperu.cl/","alejandro.rosa.dell@gmail.com","Peruvian, South American","Sunday  1:00 pm - 4:00 pm
Tuesday  8:00 pm - 11:00 pm
Wednesday  8:00 pm - 11:00 pm
Thursday  8:00 pm - 11:00 pm
Friday  8:00 pm - 11:00 pm
Saturday  8:00 pm - 11:00 pm / 1:00 pm - 4:00 pm
","Takeout, Outdoor Seating, Seating, Waitstaff, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only","Lunch, Dinner","Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d2717021-Reviews-Antuperu-Santiago_Santiago_Metropolitan_Region.html"
"5 Arcos",,"+56 2 2698 7850","Paseo Phillips 451, Santiago 8320325, Chile","http://www.5arcos.cl/","Restaurante@5arcos.cl","Peruvian, Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d3728621-Reviews-5_Arcos-Santiago_Santiago_Metropolitan_Region.html"
"La Quincha",,"+ Add phone number","Avenida Andres Bello 2447, Santiago 8320000, Chile","http://www.laquinchaexpress.cl/",,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307746-Reviews-La_Quincha-Santiago_Santiago_Metropolitan_Region.html"
"Brixton",,"+ Add phone number","Ramon Carnicer 83, Santiago 8320000, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308681-Reviews-Brixton-Santiago_Santiago_Metropolitan_Region.html"
"Restaurante El Gordo",,"+ Add phone number","Avenida Independencia 5187, Santiago 8561168, Chile","https://www.facebook.com/elgordorestaurante/","elgordorestaurante@gmail.com",,"Monday  12:00 pm - 5:00 pm
Tuesday  12:00 pm - 5:30 pm
Wednesday  12:00 pm - 5:30 pm
Thursday  12:00 pm - 5:30 pm
Friday  12:00 pm - 5:30 pm
Saturday  12:00 pm - 5:30 pm
",,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11862677-Reviews-Restaurante_El_Gordo-Santiago_Santiago_Metropolitan_Region.html"
"El Barril",,"+56 2 2201 0719","Avenida Vitacura, 7990, Santiago, Chile","http://www.elbarril.cl/",,"Bar, Pub",,,,"Bar scene","https://www.tripadvisor.com/Restaurant_Review-g294305-d7308957-Reviews-El_Barril-Santiago_Santiago_Metropolitan_Region.html"
"Sushi a la Romana",,"+56 2 2735 5308","Bombero Nunez 197 | Recoleta, Santiago 8320000, Chile","https://www.facebook.com/sushialaromana/",,"Japanese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11865957-Reviews-Sushi_a_la_Romana-Santiago_Santiago_Metropolitan_Region.html"
